id,name,description,uri,code,alt_names,collection,vocabulary
role_fnd,Funder,A person or organization that furnished financial support for the production of the work,http://id.loc.gov/vocabulary/relators/fnd,fnd,"","",MARC Code List for Relators Scheme
role_crt,Court reporter,"A person, family, or organization contributing to a resource by preparing a court's opinions for publication",http://id.loc.gov/vocabulary/relators/crt,crt,"",Contributor,MARC Code List for Relators Scheme
role_cur,Curator,"A person, family, or organization conceiving, aggregating, and/or organizing an exhibition, collection, or other item",http://id.loc.gov/vocabulary/relators/cur,cur,Curator of an exhibition,Other,MARC Code List for Relators Scheme
role_dpt,Depositor,"A current owner of an item who deposited the item into the custody of another person, family, or organization, while still retaining ownership",http://id.loc.gov/vocabulary/relators/dpt,dpt,"",Owner,MARC Code List for Relators Scheme
role_rse,Respondent-appellee,"A respondent against whom an appeal is taken from one court or jurisdiction to another to reverse the judgment, usually in an equity proceeding",http://id.loc.gov/vocabulary/relators/rse,rse,"","",MARC Code List for Relators Scheme
role_cmt,Compositor,"A person or organization responsible for the creation of metal slug, or molds made of other materials, used to produce the text and images in printed matter",http://id.loc.gov/vocabulary/relators/cmt,cmt,Typesetter,"",MARC Code List for Relators Scheme
role_pta,Patent applicant,A person or organization that applied for a patent,http://id.loc.gov/vocabulary/relators/pta,pta,"","",MARC Code List for Relators Scheme
role_wst,Writer of supplementary textual content,"A person, family, or organization contributing to a resource by providing supplementary textual content (e.g., an introduction, a preface) to the original work",http://id.loc.gov/vocabulary/relators/wst,wst,"",Contributor,MARC Code List for Relators Scheme
role_rth,Research team head,A person who directed or managed a research project,http://id.loc.gov/vocabulary/relators/rth,rth,"","",MARC Code List for Relators Scheme
role_csl,Consultant,"A person or organization relevant to a resource, who is called upon for professional advice or services in a specialized field of knowledge or training",http://id.loc.gov/vocabulary/relators/csl,csl,"",Other,MARC Code List for Relators Scheme
role_prs,Production designer,A person or organization responsible for designing the overall visual appearance of a moving image production,http://id.loc.gov/vocabulary/relators/prs,prs,"",Contributor,MARC Code List for Relators Scheme
role_plt,Platemaker,"A person, family, or organization involved in manufacturing a manifestation by preparing plates used in the production of printed images and/or text",http://id.loc.gov/vocabulary/relators/plt,plt,"","",MARC Code List for Relators Scheme
role_csp,Consultant to a project,"A person or organization relevant to a resource, who is engaged specifically to provide an intellectual overview of a strategic or operational task and by analysis, specification, or instruction, to create or propose a cost-effective course of action or solution",http://id.loc.gov/vocabulary/relators/csp,csp,"","",MARC Code List for Relators Scheme
role_pte,Plaintiff-appellee,"A plaintiff against whom an appeal is taken from one court or jurisdiction to another to reverse the judgment, usually in a legal proceeding",http://id.loc.gov/vocabulary/relators/pte,pte,"","",MARC Code List for Relators Scheme
role_pmn,Production manager,A person responsible for all technical and business matters in a production,http://id.loc.gov/vocabulary/relators/pmn,pmn,"","",MARC Code List for Relators Scheme
role_dtm,Data manager,A person or organization responsible for managing databases or other data sources,http://id.loc.gov/vocabulary/relators/dtm,dtm,"","",MARC Code List for Relators Scheme
role_ins,Inscriber,A person who has written a statement of dedication or gift,http://id.loc.gov/vocabulary/relators/ins,ins,"",Other,MARC Code List for Relators Scheme
role_msd,Musical director,"A person who coordinates the activities of the composer, the sound editor, and sound mixers for a moving image production or for a musical or dramatic presentation or entertainment",http://id.loc.gov/vocabulary/relators/msd,msd,"",Contributor,MARC Code List for Relators Scheme
role_cli,Client,A person or organization for whom another person or organization is acting,http://id.loc.gov/vocabulary/relators/cli,cli,"","",MARC Code List for Relators Scheme
role_lse,Licensee,A person or organization who is an original recipient of the right to print or publish,http://id.loc.gov/vocabulary/relators/lse,lse,"","",MARC Code List for Relators Scheme
role_clt,Collotyper,"A person, family, or organization involved in manufacturing a manifestation of photographic prints from film or other colloid that has ink-receptive and ink-repellent surfaces",http://id.loc.gov/vocabulary/relators/clt,clt,"","",MARC Code List for Relators Scheme
role_pan,Panelist,"A performer contributing to a resource by participating in a program (often broadcast) where topics are discussed, usually with participation of experts in fields related to the discussion",http://id.loc.gov/vocabulary/relators/pan,pan,"",Contributor,MARC Code List for Relators Scheme
role_rcp,Addressee,"A person, family, or organization to whom the correspondence in a work is addressed",http://id.loc.gov/vocabulary/relators/rcp,rcp,Recipient,Other,MARC Code List for Relators Scheme
role_res,Researcher,A person or organization responsible for performing research,http://id.loc.gov/vocabulary/relators/res,res,Performer of research,"",MARC Code List for Relators Scheme
role_cll,Calligrapher,"A person or organization who writes in an artistic hand, usually as a copyist and or engrosser",http://id.loc.gov/vocabulary/relators/cll,cll,"","",MARC Code List for Relators Scheme
role_fac,Facsimilist,A person or organization that executed the facsimile,http://id.loc.gov/vocabulary/relators/fac,fac,Copier,"",MARC Code List for Relators Scheme
role_eng,Engineer,"A person or organization that is responsible for technical planning and design, particularly with construction",http://id.loc.gov/vocabulary/relators/eng,eng,"","",MARC Code List for Relators Scheme
role_spy,Second party,"A person or organization who is identified as the party of the second part. In the case of transfer of right, this is the assignee, transferee, licensee, grantee, etc. Multiple parties can be named jointly as the second party",http://id.loc.gov/vocabulary/relators/spy,spy,"","",MARC Code List for Relators Scheme
role_mrk,Markup editor,"A person or organization performing the coding of SGML, HTML, or XML markup of metadata, text, etc.",http://id.loc.gov/vocabulary/relators/mrk,mrk,Encoder,"",MARC Code List for Relators Scheme
role_aud,Author of dialog,A person or organization responsible for the dialog or spoken commentary for a screenplay or sound recording,http://id.loc.gov/vocabulary/relators/aud,aud,"","",MARC Code List for Relators Scheme
role_brd,Broadcaster,"A person, family, or organization involved in broadcasting a resource to an audience via radio, television, webcast, etc.",http://id.loc.gov/vocabulary/relators/brd,brd,"",Publisher,MARC Code List for Relators Scheme
role_isb,Issuing body,"A person, family or organization issuing a work, such as an official organ of the body",http://id.loc.gov/vocabulary/relators/isb,isb,"",Other,MARC Code List for Relators Scheme
role_ctr,Contractor,"A person or organization relevant to a resource, who enters into a contract with another person or organization to perform a specific",http://id.loc.gov/vocabulary/relators/ctr,ctr,"","",MARC Code List for Relators Scheme
role_edm,Editor of moving image work,"A person, family, or organization responsible for assembling, arranging, and trimming film, video, or other moving image formats, including both visual and audio aspects",http://id.loc.gov/vocabulary/relators/edm,edm,Moving image work editor,Contributor,MARC Code List for Relators Scheme
role_mus,Musician,A person or organization who performs music or contributes to the musical content of a work when it is not possible or desirable to identify the function more precisely,http://id.loc.gov/vocabulary/relators/mus,mus,"","",MARC Code List for Relators Scheme
role_spn,Sponsor,"A person, family, or organization sponsoring some aspect of a resource, e.g., funding research, sponsoring an event",http://id.loc.gov/vocabulary/relators/spn,spn,Sponsoring body,Other,MARC Code List for Relators Scheme
role_ill,Illustrator,"A person, family, or organization contributing to a resource by supplementing the primary content with drawings, diagrams, photographs, etc. If the work is primarily the artistic content created by this entity, use artist or photographer",http://id.loc.gov/vocabulary/relators/ill,ill,"",Contributor,MARC Code List for Relators Scheme
role_rbr,Rubricator,"A person or organization responsible for parts of a work, often headings or opening parts of a manuscript, that appear in a distinctive color, usually red",http://id.loc.gov/vocabulary/relators/rbr,rbr,"","",MARC Code List for Relators Scheme
role_lgd,Lighting designer,"A person or organization who designs the lighting scheme for a theatrical presentation, entertainment, motion picture, etc.",http://id.loc.gov/vocabulary/relators/lgd,lgd,"","",MARC Code List for Relators Scheme
role_ptf,Plaintiff,A person or organization who brings a suit in a civil proceeding,http://id.loc.gov/vocabulary/relators/ptf,ptf,"",Other,MARC Code List for Relators Scheme
role_let,Libelee-appellant,A libelee who takes an appeal from one ecclesiastical court or admiralty to another to reverse the judgment,http://id.loc.gov/vocabulary/relators/let,let,"","",MARC Code List for Relators Scheme
role_cas,Caster,"A person, family, or organization involved in manufacturing a resource by pouring a liquid or molten substance into a mold and leaving it to solidify to take the shape of the mold",http://id.loc.gov/vocabulary/relators/cas,cas,"","",MARC Code List for Relators Scheme
role_mod,Moderator,"A performer contributing to a resource by leading a program (often broadcast) where topics are discussed, usually with participation of experts in fields related to the discussion",http://id.loc.gov/vocabulary/relators/mod,mod,"",Contributor,MARC Code List for Relators Scheme
role_abr,Abridger,"A person, family, or organization contributing to a resource by shortening or condensing the original work but leaving the nature and content of the original work substantially unchanged. For substantial modifications that result in the creation of a new work, see author",http://id.loc.gov/vocabulary/relators/abr,abr,"",Contributor,MARC Code List for Relators Scheme
role_wpr,Writer of preface,"A person, family, or organization contributing to a resource by providing a preface to the original work",http://id.loc.gov/vocabulary/relators/wpr,wpr,"",Contributor,MARC Code List for Relators Scheme
role_mfp,Manufacture place,"The place of manufacture (e.g., printing, duplicating, casting, etc.) of a resource in a published form",http://id.loc.gov/vocabulary/relators/mfp,mfp,"","",MARC Code List for Relators Scheme
role_spk,Speaker,"A performer contributing to a resource by speaking words, such as a lecture, speech, etc. ",http://id.loc.gov/vocabulary/relators/spk,spk,"",Contributor,MARC Code List for Relators Scheme
role_dte,Dedicatee,"A person, family, or organization to whom a resource is dedicated",http://id.loc.gov/vocabulary/relators/dte,dte,Dedicatee of item,Other,MARC Code List for Relators Scheme
role_dub,Dubious author,A person or organization to which authorship has been dubiously or incorrectly ascribed,http://id.loc.gov/vocabulary/relators/dub,dub,"","",MARC Code List for Relators Scheme
role_osp,Onscreen presenter,"A performer contributing to an expression of a work by appearing on screen in nonfiction moving image materials or introductions to fiction moving image materials to provide contextual or background information. Use when another term (e.g., narrator, host) is either not applicable or not desired",http://id.loc.gov/vocabulary/relators/osp,osp,"",Contributor,MARC Code List for Relators Scheme
role_pma,Permitting agency,An organization (usually a government agency) that issues permits under which work is accomplished,http://id.loc.gov/vocabulary/relators/pma,pma,"","",MARC Code List for Relators Scheme
role_ato,Autographer,A person whose manuscript signature appears on an item,http://id.loc.gov/vocabulary/relators/ato,ato,"",Other,MARC Code List for Relators Scheme
role_rev,Reviewer,"A person or organization responsible for the review of a book, motion picture, performance, etc.",http://id.loc.gov/vocabulary/relators/rev,rev,"","",MARC Code List for Relators Scheme
role_aft,"Author of afterword, colophon, etc.","A person or organization responsible for an afterword, postface, colophon, etc. but who is not the chief author of a work",http://id.loc.gov/vocabulary/relators/aft,aft,"","",MARC Code List for Relators Scheme
role_own,Owner,"A person, family, or organization that currently owns an item or collection, i.e.has legal possession of a resource",http://id.loc.gov/vocabulary/relators/own,own,Current owner,Owner,MARC Code List for Relators Scheme
role_led,Lead,"A person or organization that takes primary responsibility for a particular activity or endeavor. May be combined with another relator term or code to show the greater importance this person or organization has regarding that particular role. If more than one relator is assigned to a heading, use the Lead relator only if it applies to all the relators",http://id.loc.gov/vocabulary/relators/led,led,"","",MARC Code List for Relators Scheme
role_coe,Contestant-appellee,A contestant against whom an appeal is taken from one court of law or jurisdiction to another to reverse the judgment,http://id.loc.gov/vocabulary/relators/coe,coe,"","",MARC Code List for Relators Scheme
role_dfd,Defendant,A person or organization who is accused in a criminal proceeding or sued in a civil proceeding,http://id.loc.gov/vocabulary/relators/dfd,dfd,"",Other,MARC Code List for Relators Scheme
role_elg,Electrician,"A person responsible for setting up a lighting rig and focusing the lights for a production, and running the lighting at a performance",http://id.loc.gov/vocabulary/relators/elg,elg,Chief electrician|House electrician|Master electrician,"",MARC Code List for Relators Scheme
role_red,Redaktor,A person or organization who writes or develops the framework for an item without being intellectually responsible for its content,http://id.loc.gov/vocabulary/relators/red,red,"","",MARC Code List for Relators Scheme
role_pre,Presenter,"A person or organization mentioned in an “X presents” credit for moving image materials and who is associated with production, finance, or distribution in some way.  A vanity credit;  in early years, normally the head of a studio",http://id.loc.gov/vocabulary/relators/pre,pre,"",Contributor,MARC Code List for Relators Scheme
role_pfr,Proofreader,"A person who corrects printed matter. For manuscripts, use Corrector [crr]",http://id.loc.gov/vocabulary/relators/pfr,pfr,"","",MARC Code List for Relators Scheme
role_bdd,Binding designer,"A person or organization responsible for the binding design of a book, including the type of binding, the type of materials used, and any decorative aspects of the binding",http://id.loc.gov/vocabulary/relators/bdd,bdd,Designer of binding,"",MARC Code List for Relators Scheme
role_orm,Organizer,"A person, family, or organization organizing the exhibit, event, conference, etc., which gave rise to a resource",http://id.loc.gov/vocabulary/relators/orm,orm,Organizer of meeting,Other,MARC Code List for Relators Scheme
role_lbr,Laboratory,An organization that provides scientific analyses of material samples,http://id.loc.gov/vocabulary/relators/lbr,lbr,"","",MARC Code List for Relators Scheme
role_ive,Interviewee,"A person, family or organization responsible for creating or contributing to a resource by responding to an interviewer, usually a reporter, pollster, or some other information gathering agent",http://id.loc.gov/vocabulary/relators/ive,ive,"",Creator,MARC Code List for Relators Scheme
role_sll,Seller,A former owner of an item who sold that item to another owner,http://id.loc.gov/vocabulary/relators/sll,sll,"",Owner,MARC Code List for Relators Scheme
role_auc,Auctioneer,"A person or organization in charge of the estimation and public auctioning of goods, particularly books, artistic works, etc.",http://id.loc.gov/vocabulary/relators/auc,auc,"","",MARC Code List for Relators Scheme
role_mte,Metal-engraver,"An engraver responsible for decorations, illustrations, letters, etc. cut on a metal surface for printing or decoration",http://id.loc.gov/vocabulary/relators/mte,mte,"","",MARC Code List for Relators Scheme
role_cmm,Commentator,"A performer contributing to a work by providing interpretation, analysis, or a discussion of the subject matter on a recording, film, or other audiovisual medium",http://id.loc.gov/vocabulary/relators/cmm,cmm,"",Contributor,MARC Code List for Relators Scheme
role_com,Compiler,"A person, family, or organization responsible for creating a new work (e.g., a bibliography, a directory) through the act of compilation, e.g., selecting, arranging, aggregating, and editing data, information, etc",http://id.loc.gov/vocabulary/relators/com,com,"",Creator,MARC Code List for Relators Scheme
role_cos,Contestant,"A person(s) or organization who opposes, resists, or disputes, in a court of law, a claim, decision, result, etc.",http://id.loc.gov/vocabulary/relators/cos,cos,"","",MARC Code List for Relators Scheme
role_lie,Libelant-appellee,A libelant against whom an appeal is taken from one ecclesiastical court or admiralty to another to reverse the judgment,http://id.loc.gov/vocabulary/relators/lie,lie,"","",MARC Code List for Relators Scheme
role_prt,Printer,"A person, family, or organization involved in manufacturing a manifestation of printed text, notated music, etc., from type or plates, such as a book, newspaper, magazine, broadside, score, etc",http://id.loc.gov/vocabulary/relators/prt,prt,"","",MARC Code List for Relators Scheme
role_lel,Libelee,A person or organization against whom a libel has been filed in an ecclesiastical court or admiralty,http://id.loc.gov/vocabulary/relators/lel,lel,"","",MARC Code List for Relators Scheme
role_scr,Scribe,"A person who is an amanuensis and for a writer of manuscripts proper. For a person who makes pen-facsimiles, use Facsimilist [fac]",http://id.loc.gov/vocabulary/relators/scr,scr,"","",MARC Code List for Relators Scheme
role_art,Artist,"A person, family, or organization responsible for creating a work by conceiving, and implementing, an original graphic design, drawing, painting, etc. For book illustrators, prefer Illustrator [ill]",http://id.loc.gov/vocabulary/relators/art,art,Graphic technician,Creator,MARC Code List for Relators Scheme
role_dbp,Distribution place,"A place from which a resource, e.g., a serial, is distributed",http://id.loc.gov/vocabulary/relators/dbp,dbp,"","",MARC Code List for Relators Scheme
role_pht,Photographer,"A person, family, or organization responsible for creating a photographic work",http://id.loc.gov/vocabulary/relators/pht,pht,"",Creator,MARC Code List for Relators Scheme
role_pop,Printer of plates,A person or organization who prints illustrations from plates.,http://id.loc.gov/vocabulary/relators/pop,pop,"Plates, printer of","",MARC Code List for Relators Scheme
role_egr,Engraver,"A person or organization who cuts letters, figures, etc. on a surface, such as a wooden or metal plate used for printing",http://id.loc.gov/vocabulary/relators/egr,egr,"","",MARC Code List for Relators Scheme
role_ctg,Cartographer,"A person, family, or organization responsible for creating a map, atlas, globe, or other cartographic work",http://id.loc.gov/vocabulary/relators/ctg,ctg,"",Creator,MARC Code List for Relators Scheme
role_arc,Architect,"A person, family, or organization responsible for creating an architectural design, including a pictorial representation intended to show how a building, etc., will look when completed. It also oversees the construction of structures",http://id.loc.gov/vocabulary/relators/arc,arc,"",Creator,MARC Code List for Relators Scheme
role_bpd,Bookplate designer,A person or organization responsible for the design of a book owner's identification label that is most commonly pasted to the inside front cover of a book,http://id.loc.gov/vocabulary/relators/bpd,bpd,"","",MARC Code List for Relators Scheme
role_wat,Writer of added text,"A person, family, or organization contributing to a non-textual resource by providing text for the non-textual work (e.g., writing captions for photographs, descriptions of maps).",http://id.loc.gov/vocabulary/relators/wat,wat,"",Contributor,MARC Code List for Relators Scheme
role_lee,Libelee-appellee,A libelee against whom an appeal is taken from one ecclesiastical court or admiralty to another to reverse the judgment,http://id.loc.gov/vocabulary/relators/lee,lee,"","",MARC Code List for Relators Scheme
role_rsr,Restorationist,"A person, family, or organization responsible for the set of technical, editorial, and intellectual procedures aimed at compensating for the degradation of an item by bringing it back to a state as close as possible to its original condition",http://id.loc.gov/vocabulary/relators/rsr,rsr,"",Other,MARC Code List for Relators Scheme
role_wam,Writer of accompanying material,A person or organization who writes significant material which accompanies a sound recording or other audiovisual material,http://id.loc.gov/vocabulary/relators/wam,wam,"","",MARC Code List for Relators Scheme
role_cng,Cinematographer,"A person in charge of photographing a motion picture, who plans the technical aspets of lighting and photographing of scenes, and often assists the director in the choice of angles, camera setups, and lighting moods. He or she may also supervise the further processing of filmed material up to the completion of the work print. Cinematographer is also referred to as director of photography. Do not confuse with videographer",http://id.loc.gov/vocabulary/relators/cng,cng,Director of photography,Other,MARC Code List for Relators Scheme
role_ppt,Puppeteer,"A performer contributing to a resource by manipulating, controlling, or directing puppets or marionettes in a moving image production or a musical or dramatic presentation or entertainment",http://id.loc.gov/vocabulary/relators/ppt,ppt,"",Contributor,MARC Code List for Relators Scheme
role_ren,Renderer,"A person or organization who prepares drawings of architectural designs (i.e., renderings) in accurate, representational perspective to show what the project will look like when completed",http://id.loc.gov/vocabulary/relators/ren,ren,"","",MARC Code List for Relators Scheme
role_cts,Contestee,"A person(s) or organization defending a claim, decision, result, etc. being opposed, resisted, or disputed in a court of law",http://id.loc.gov/vocabulary/relators/cts,cts,"","",MARC Code List for Relators Scheme
role_fld,Field director,A person or organization that manages or supervises the work done to collect raw data or do research in an actual setting or environment (typically applies to the natural and social sciences),http://id.loc.gov/vocabulary/relators/fld,fld,"","",MARC Code List for Relators Scheme
role_oth,Other,A role that has no equivalent in the MARC list.,http://id.loc.gov/vocabulary/relators/oth,oth,"",Other,MARC Code List for Relators Scheme
role_dsr,Designer,"A person, family, or organization responsible for creating a design for an object",http://id.loc.gov/vocabulary/relators/dsr,dsr,"",Creator,MARC Code List for Relators Scheme
role_bkp,Book producer,A person or organization responsible for the production of books and other print media,http://id.loc.gov/vocabulary/relators/bkp,bkp,Producer of book,"",MARC Code List for Relators Scheme
role_cpe,Complainant-appellee,"A complainant against whom an appeal is taken from one court or jurisdiction to another to reverse the judgment, usually in an equity proceeding",http://id.loc.gov/vocabulary/relators/cpe,cpe,"","",MARC Code List for Relators Scheme
role_acp,Art copyist,"A person (e.g., a painter or sculptor) who makes copies of works of visual art",http://id.loc.gov/vocabulary/relators/acp,acp,"","",MARC Code List for Relators Scheme
role_fds,Film distributor,"A person, family, or organization involved in distributing a moving image resource to theatres or other distribution channels",http://id.loc.gov/vocabulary/relators/fds,fds,"","",MARC Code List for Relators Scheme
role_cpl,Complainant,"A person or organization who applies to the courts for redress, usually in an equity proceeding",http://id.loc.gov/vocabulary/relators/cpl,cpl,"","",MARC Code List for Relators Scheme
role_rpc,Radio producer,A producer responsible for most of the business aspects of a radio program,http://id.loc.gov/vocabulary/relators/rpc,rpc,"",Other,MARC Code List for Relators Scheme
role_mon,Monitor,"A person or organization that supervises compliance with the contract and is responsible for the report and controls its distribution. Sometimes referred to as the grantee, or controlling agency",http://id.loc.gov/vocabulary/relators/mon,mon,"","",MARC Code List for Relators Scheme
role_fmd,Film director,A director responsible for the general management and supervision of a filmed performance,http://id.loc.gov/vocabulary/relators/fmd,fmd,"",Other,MARC Code List for Relators Scheme
role_mrb,Marbler,"The entity responsible for marbling paper, cloth, leather, etc. used in construction of a resource",http://id.loc.gov/vocabulary/relators/mrb,mrb,"","",MARC Code List for Relators Scheme
role_cte,Contestee-appellee,A contestee against whom an appeal is taken from one court or jurisdiction to another to reverse the judgment,http://id.loc.gov/vocabulary/relators/cte,cte,"","",MARC Code List for Relators Scheme
role_flm,Film editor,"A person who, following the script and in creative cooperation with the Director, selects, arranges, and assembles the filmed material, controls the synchronization of picture and sound, and participates in other post-production tasks such as sound mixing and visual effects processing.  Today, picture editing is often performed digitally.",http://id.loc.gov/vocabulary/relators/flm,flm,Motion picture editor,"",MARC Code List for Relators Scheme
role_blw,Blurb writer,"A person or organization responsible for writing a commendation or testimonial for a work, which appears on or within the publication itself, frequently on the back or dust jacket of print publications or on advertising material for all media",http://id.loc.gov/vocabulary/relators/blw,blw,"","",MARC Code List for Relators Scheme
role_mfr,Manufacturer,"A person or organization responsible for printing, duplicating, casting, etc. a resource",http://id.loc.gov/vocabulary/relators/mfr,mfr,"","",MARC Code List for Relators Scheme
role_cmp,Composer,"A person, family, or organization responsible for creating or contributing to a musical resource by adding music to a work that originally lacked it or supplements it",http://id.loc.gov/vocabulary/relators/cmp,cmp,"",Creator,MARC Code List for Relators Scheme
role_his,Host institution,"An organization hosting the event, exhibit, conference, etc., which gave rise to a resource, but having little or no responsibility for the content of the resource",http://id.loc.gov/vocabulary/relators/his,his,"",Other,MARC Code List for Relators Scheme
role_inv,Inventor,"A person, family, or organization responsible for creating a new device or process",http://id.loc.gov/vocabulary/relators/inv,inv,Patent inventor,Creator,MARC Code List for Relators Scheme
role_tcd,Technical director,"A person who is ultimately in charge of scenery, props, lights and sound for a production",http://id.loc.gov/vocabulary/relators/tcd,tcd,"","",MARC Code List for Relators Scheme
role_crr,Corrector,"A person or organization who is a corrector of manuscripts, such as the scriptorium official who corrected the work of a scribe. For printed matter, use Proofreader",http://id.loc.gov/vocabulary/relators/crr,crr,"","",MARC Code List for Relators Scheme
role_aui,"Author of introduction, etc.","A person or organization responsible for an introduction, preface, foreword, or other critical introductory matter, but who is not the chief author",http://id.loc.gov/vocabulary/relators/aui,aui,"","",MARC Code List for Relators Scheme
role_elt,Electrotyper,A person or organization who creates a duplicate printing surface by pressure molding and electrodepositing of metal that is then backed up with lead for printing,http://id.loc.gov/vocabulary/relators/elt,elt,"","",MARC Code List for Relators Scheme
role_crp,Correspondent,A person or organization who was either the writer or recipient of a letter or other communication,http://id.loc.gov/vocabulary/relators/crp,crp,"","",MARC Code List for Relators Scheme
role_prm,Printmaker,"A person or organization who makes a relief, intaglio, or planographic printing surface",http://id.loc.gov/vocabulary/relators/prm,prm,"","",MARC Code List for Relators Scheme
role_sce,Scenarist,"A person or organization who is the author of a motion picture screenplay, generally the person who wrote the scenarios for a motion picture during the silent era",http://id.loc.gov/vocabulary/relators/sce,sce,"","",MARC Code List for Relators Scheme
role_stn,Standards body,An organization responsible for the development or enforcement of a standard,http://id.loc.gov/vocabulary/relators/stn,stn,"","",MARC Code List for Relators Scheme
role_pat,Patron,"A person or organization responsible for commissioning a work. Usually a patron uses his or her means or influence to support the work of artists, writers, etc. This includes those who commission and pay for individual works",http://id.loc.gov/vocabulary/relators/pat,pat,"","",MARC Code List for Relators Scheme
role_adp,Adapter,"A person or organization who 1) reworks a musical composition, usually for a different medium, or 2) rewrites novels or stories for motion pictures or other audiovisual medium.",http://id.loc.gov/vocabulary/relators/adp,adp,"","",MARC Code List for Relators Scheme
role_aqt,Author in quotations or text abstracts,"A person or organization whose work is largely quoted or extracted in works to which he or she did not contribute directly. Such quotations are found particularly in exhibition catalogs, collections of photographs, etc.",http://id.loc.gov/vocabulary/relators/aqt,aqt,"","",MARC Code List for Relators Scheme
role_wal,Writer of added lyrics,"A writer of words added to an expression of a musical work. For lyric writing in collaboration with a composer to form an original work, see lyricist",http://id.loc.gov/vocabulary/relators/wal,wal,"",Contributor,MARC Code List for Relators Scheme
role_prc,Process contact,"A person or organization primarily responsible for performing or initiating a process, such as is done with the collection of metadata sets",http://id.loc.gov/vocabulary/relators/prc,prc,"","",MARC Code List for Relators Scheme
role_sec,Secretary,"A person or organization who is a recorder, redactor, or other person responsible for expressing the views of a organization",http://id.loc.gov/vocabulary/relators/sec,sec,"","",MARC Code List for Relators Scheme
role_arr,Arranger,"A person, family, or organization contributing to a musical work by rewriting the composition for a medium of performance different from that for which the work was originally intended, or modifying the work for the same medium of performance, etc., such that the musical substance of the original composition remains essentially unchanged. For extensive modification that effectively results in the creation of a new musical work, see composer",http://id.loc.gov/vocabulary/relators/arr,arr,Arranger of music,Contributor,MARC Code List for Relators Scheme
role_cph,Copyright holder,"A person or organization to whom copy and legal rights have been granted or transferred for the intellectual content of a work. The copyright holder, although not necessarily the creator of the work, usually has the exclusive right to benefit financially from the sale and use of the work to which the associated copyright protection applies",http://id.loc.gov/vocabulary/relators/cph,cph,"","",MARC Code List for Relators Scheme
role_lyr,Lyricist,"An author of the words of a non-dramatic musical work (e.g. the text of a song), except for oratorios",http://id.loc.gov/vocabulary/relators/lyr,lyr,"",Creator,MARC Code List for Relators Scheme
role_scl,Sculptor,"An artist responsible for creating a three-dimensional work by modeling, carving, or similar technique",http://id.loc.gov/vocabulary/relators/scl,scl,"",Creator,MARC Code List for Relators Scheme
role_cpc,Copyright claimant,"A person or organization listed as a copyright owner at the time of registration. Copyright can be granted or later transferred to another person or organization, at which time the claimant becomes the copyright holder",http://id.loc.gov/vocabulary/relators/cpc,cpc,"","",MARC Code List for Relators Scheme
role_org,Originator,"A person or organization performing the work, i.e., the name of a person or organization associated with the intellectual content of the work. This category does not include the publisher or personal affiliation, or sponsor except where it is also the corporate author",http://id.loc.gov/vocabulary/relators/org,org,"","",MARC Code List for Relators Scheme
role_lit,Libelant-appellant,A libelant who takes an appeal from one ecclesiastical court or admiralty to another to reverse the judgment,http://id.loc.gov/vocabulary/relators/lit,lit,"","",MARC Code List for Relators Scheme
role_opn,Opponent,A person or organization responsible for opposing a thesis or dissertation,http://id.loc.gov/vocabulary/relators/opn,opn,"","",MARC Code List for Relators Scheme
role_jud,Judge,A person who hears and decides on legal matters in court.,http://id.loc.gov/vocabulary/relators/jud,jud,"",Other,MARC Code List for Relators Scheme
role_anl,Analyst,"A person or organization that reviews, examines and interprets data or information in a specific area",http://id.loc.gov/vocabulary/relators/anl,anl,"","",MARC Code List for Relators Scheme
